label,seed,strategy,avg_retr,resp_p50,resp_p95,util,n_down,fails,viol
G2_rho:low_0.60,2050,near,11.435406302007848,71.33333333333348,361.7775547445858,0.435924072847739,1,0,0
G2_rho:low_0.60,2050,score,11.070680610884983,70.83333333333394,592.1487625261921,0.43576904295605984,1,0,0
G2_rho:low_0.60,2050,awra,10.878485002946691,73.34267686175372,501.49924883266476,0.43607341028026997,1,0,0
G2_rho:low_0.60,2051,seq,19.951446517200896,217.67803070159425,804.2706775151796,0.4770509815551944,5,0,0
G2_rho:low_0.60,2051,near,11.450967761482348,204.87027371517615,735.0932518640739,0.47613838531450675,4,0,0
G2_rho:low_0.60,2051,score,10.885808131135692,187.5074601260385,720.8287580889719,0.4763314650325722,4,0,0
G2_rho:low_0.60,2051,awra,11.06520134566895,162.1139180045693,729.9777101417458,0.476090123398462,4,0,0
G2_rho:low_0.60,2052,seq,21.461507036320025,111.0,517.9521895350731,0.4474020624496482,3,0,0
G2_rho:low_0.60,2052,near,10.768872015152752,74.78271679224235,715.7122499209177,0.4476055789314283,1,0,0
G2_rho:low_0.60,2052,score,10.189441310514834,81.27264189067682,687.7665661294413,0.4476968877146867,1,0,0
G2_rho:low_0.60,2052,awra,10.50222501449299,73.86087339918595,666.1056526788493,0.4475105011357232,1,0,0
G2_rho:low_0.60,2053,seq,20.269000376662074,110.99018758282591,619.294052829172,0.39735887286006605,3,0,0
G2_rho:low_0.60,2053,near,12.215950809492428,74.43951967873818,518.6955047995643,0.3966401707099833,3,0,0
G2_rho:low_0.60,2053,score,12.255636296493655,72.33333333333394,542.1084451351417,0.3965232030918749,3,0,0
G2_rho:low_0.60,2053,awra,11.86318093538028,73.33333333333303,599.3822368248129,0.3968265565720126,3,0,0
G2_rho:low_0.60,2054,seq,20.781413908083177,107.0,208.50028378622937,0.33982437158642537,0,0,0
G2_rho:low_0.60,2054,near,11.1980190685749,68.81664810688108,154.5533744636382,0.3399976423659904,0,0,0
G2_rho:low_0.60,2054,score,10.746418617675193,68.16666666666674,165.6780015270615,0.340192408924112,0,0,0
G2_rho:low_0.60,2054,awra,10.197015335004682,68.33333333333348,146.04270486249197,0.3403824869185452,0,0,0
G2_rho:low_0.60,2055,seq,22.33421839105972,107.0,653.6423516956984,0.358805801959718,3,0,0
G2_rho:low_0.60,2055,near,11.010448756145575,70.83333333333348,660.6220500033019,0.35889433430997625,3,0,0
G2_rho:low_0.60,2055,score,10.311449504003324,73.33333333333394,692.7566050086498,0.3588669372297647,3,0,0
G2_rho:low_0.60,2055,awra,11.41093836540338,75.37759180229841,667.0,0.35912301774779015,3,0,0
G2_rho:high_0.90,2026,seq,19.422934023925457,495.9848593647439,1076.0327915231649,0.5874531707162218,1,0,0
G2_rho:high_0.90,2026,near,11.757961524729913,396.89367955814805,989.1634100485212,0.5881883778941337,1,0,0
G2_rho:high_0.90,2026,score,11.287552847860265,402.14038763246026,999.7470352055021,0.5879197765236509,1,0,0
G2_rho:high_0.90,2026,awra,10.740850585273417,260.31611648316675,833.3201973008404,0.5891034281545877,1,0,0
G2_rho:high_0.90,2027,seq,21.11765946629594,121.17349967327686,618.1006355752743,0.6287836999251765,1,0,0
G2_rho:high_0.90,2027,near,11.955387249970661,72.66666666666697,258.1090852865291,0.6286088456216877,0,0,0
G2_rho:high_0.90,2027,score,11.62703001551502,72.37066103917005,279.34268545267423,0.6284122158809037,0,0,0
G2_rho:high_0.90,2027,awra,10.521125156460284,75.83333333333303,228.86496813126723,0.6287711937833586,0,0,0
G2_rho:high_0.90,2028,seq,20.952695571713633,111.65788865366994,342.2472988274476,0.5463841475933607,0,0,0
G2_rho:high_0.90,2028,near,11.523569196951849,79.02722880013243,250.02294909714237,0.5472375573467999,0,0,0
G2_rho:high_0.90,2028,score,11.033982821178142,81.94060658937815,230.73323076533552,0.5469588480595035,0,0,0
G2_rho:high_0.90,2028,awra,10.6195045405319,73.83333333333303,295.7726896038498,0.5469096674240185,0,0,0
G2_rho:high_0.90,2029,seq,20.69726113346808,587.2619914671141,1220.6963071073615,0.638869892422334,1,0,0
G2_rho:high_0.90,2029,near,11.890566546324228,586.6265476137407,949.5492559390177,0.6393600360459725,1,0,0
G2_rho:high_0.90,2029,score,11.165831533236231,522.1485729007254,897.5904937269174,0.6387965938000315,1,0,0
G2_rho:high_0.90,2029,awra,10.741096509672488,500.7622371205364,895.1754756403097,0.6392705055427922,1,0,0
G2_rho:high_0.90,2030,seq,20.862337945110802,1044.1723193464632,2595.901889742375,0.6643310916431369,5,0,0
G2_rho:high_0.90,2030,near,11.469415172933807,778.5993028168709,1294.3584522213741,0.6244383571281277,4,0,0
G2_rho:high_0.90,2030,score,10.985052432450125,699.7882441661313,1230.8631031566179,0.6636684752837544,3,0,0
