scenario,objective,seed,awra,lap_opt,gap_pct
heavy_sparse,exp_t,2029,779.065,714.03,9.108
heavy_sparse,exp_t,2030,1079.175,1005.365,7.342
heavy_sparse,exp_t,2031,979.825,884.74,10.747
heavy_sparse,exp_t,2032,993.545,888.3,11.848
heavy_sparse,exp_t,2033,991.835,852.28,16.374
heavy_sparse,exp_t,2034,636.895,612.83,3.927
heavy_sparse,exp_t,2035,983.79,936.355,5.066
heavy_sparse,exp_t,2036,859.545,819.56,4.879
heavy_sparse,exp_t,2037,798.345,773.77,3.176
heavy_sparse,exp_t,2038,861.9,767.805,12.255
heavy_sparse,exp_t,2039,926.915,849.99,9.05
heavy_sparse,exp_t,2040,1116.805,1057.345,5.624
heavy_sparse,exp_t,2041,760.735,716.06,6.239
heavy_sparse,exp_t,2042,862.28,780.0,10.549
heavy_sparse,exp_t,2043,1046.53,972.745,7.585
heavy_sparse,exp_t,2044,1021.74,855.315,19.458
heavy_sparse,exp_t,2045,964.925,883.605,9.203
heavy_sparse,exp_t,2046,719.355,682.215,5.444
heavy_sparse,exp_t,2047,898.66,854.66,5.148
heavy_sparse,exp_t,2048,777.915,751.11,3.569
heavy_sparse,exp_t,2049,1177.19,1100.225,6.995
heavy_sparse,exp_t,2050,752.215,735.905,2.216
heavy_sparse,exp_t,2051,1028.075,982.61,4.627
heavy_sparse,exp_t,2052,885.83,841.165,5.31
heavy_sparse,exp_t,2053,865.99,794.035,9.062
heavy_sparse,exp_t,2054,707.975,681.55,3.877
heavy_sparse,exp_t,2055,1083.03,941.44,15.04
drift_skewless,score,2026,25.7047,25.6931,0.045
drift_skewless,score,2027,24.5811,24.5659,0.062
drift_skewless,score,2028,22.7121,22.7109,0.005
drift_skewless,score,2029,22.8772,22.8763,0.004
drift_skewless,score,2030,23.1369,23.1369,0.0
drift_skewless,score,2031,24.4961,24.4953,0.003
drift_skewless,score,2032,24.9013,24.8968,0.018
drift_skewless,score,2033,24.3327,24.3277,0.021
drift_skewless,score,2034,22.662,22.6609,0.005
drift_skewless,score,2035,24.6037,24.5982,0.023
drift_skewless,score,2036,23.0385,23.0374,0.005
drift_skewless,score,2037,23.8106,23.8089,0.007
drift_skewless,score,2038,23.3283,23.3278,0.002
drift_skewless,score,2039,25.4659,25.4653,0.002
drift_skewless,score,2040,22.4476,22.4441,0.015
drift_skewless,score,2041,24.3702,24.3686,0.007
drift_skewless,score,2042,22.752,22.752,-0.0
drift_skewless,score,2043,22.7653,22.7647,0.002
drift_skewless,score,2044,21.8963,21.8873,0.041
drift_skewless,score,2045,22.9693,22.9671,0.009
drift_skewless,score,2046,24.3263,24.3233,0.012
drift_skewless,score,2047,23.6288,23.6288,0.0
drift_skewless,score,2048,22.8402,22.8369,0.014
drift_skewless,score,2049,23.3329,23.3329,-0.0
drift_skewless,score,2050,24.7289,24.7267,0.009
drift_skewless,score,2051,24.4072,24.4028,0.018
drift_skewless,score,2052,24.3747,24.3511,0.097
drift_skewless,score,2053,23.1003,23.0987,0.007
drift_skewless,score,2054,25.1264,25.1263,0.0
drift_skewless,score,2055,22.5379,22.535,0.013
drift_skewless,exp_t,2026,2053.715,1885.58,8.917
drift_skewless,exp_t,2027,1971.01,1772.56,11.196
drift_skewless,exp_t,2028,2590.685,2018.14,28.37
drift_skewless,exp_t,2029,2468.265,1867.225,32.189
drift_skewless,exp_t,2030,3163.03,1950.585,62.158
drift_skewless,exp_t,2031,2933.91,2084.58,40.743
drift_skewless,exp_t,2032,2996.265,2220.38,34.944
drift_skewless,exp_t,2033,2567.535,1887.77,36.009
drift_skewless,exp_t,2034,3216.89,1926.67,66.966
drift_skewless,exp_t,2035,2244.61,1985.37,13.058
drift_skewless,exp_t,2036,2457.11,1820.72,34.953
drift_skewless,exp_t,2037,2091.95,1873.825,11.641
drift_skewless,exp_t,2038,2162.095,1689.44,27.977
drift_skewless,exp_t,2039,2248.53,1843.325,21.982
drift_skewless,exp_t,2040,2998.535,2129.515,40.808
drift_skewless,exp_t,2041,2108.155,1794.665,17.468
drift_skewless,exp_t,2042,2481.28,1837.59,35.029
drift_skewless,exp_t,2043,2255.17,1839.855,22.573
drift_skewless,exp_t,2044,3022.47,2025.565,49.216
drift_skewless,exp_t,2045,2918.01,1930.805,51.129
drift_skewless,exp_t,2046,2003.97,1733.325,15.614
drift_skewless,exp_t,2047,2549.13,2022.95,26.011
drift_skewless,exp_t,2048,2286.115,1802.395,26.838
drift_skewless,exp_t,2049,2955.965,2295.475,28.774
drift_skewless,exp_t,2050,2126.075,1861.64,14.204
drift_skewless,exp_t,2051,2253.325,1861.33,21.06
drift_skewless,exp_t,2052,2016.16,1717.255,17.406
drift_skewless,exp_t,2053,2627.595,2002.93,31.188
drift_skewless,exp_t,2054,2010.555,1768.8,13.668
drift_skewless,exp_t,2055,2436.505,1870.02,30.293
drift_heavier,score,2026,27.7837,27.7813,0.009
drift_heavier,score,2027,26.897,26.897,0.0
drift_heavier,score,2028,25.8192,25.8186,0.002
drift_heavier,score,2029,25.8436,25.8436,-0.0
drift_heavier,score,2030,26.5368,26.5354,0.005
drift_heavier,score,2031,27.3335,27.3327,0.003
drift_heavier,score,2032,27.5053,27.5045,0.003
drift_heavier,score,2033,26.9764,26.9719,0.017
drift_heavier,score,2034,26.139,26.1366,0.009
drift_heavier,score,2035,27.0775,27.0774,0.0
drift_heavier,score,2036,26.3794,26.3794,0.0
drift_heavier,score,2037,26.3461,26.336,0.039
drift_heavier,score,2038,26.2495,26.2484,0.004
drift_heavier,score,2039,27.8043,27.8039,0.001
drift_heavier,score,2040,25.8216,25.8181,0.013
drift_heavier,score,2041,26.9096,26.8956,0.052
drift_heavier,score,2042,26.1458,26.1439,0.007
drift_heavier,score,2043,25.756,25.756,0.0
drift_heavier,score,2044,25.4583,25.4578,0.002
drift_heavier,score,2045,26.1457,26.1434,0.009
drift_heavier,score,2046,26.8107,26.8061,0.017
drift_heavier,score,2047,26.3406,26.3399,0.002
drift_heavier,score,2048,25.7539,25.7526,0.005
drift_heavier,score,2049,26.4424,26.4424,0.0
drift_heavier,score,2050,27.0795,27.0756,0.014
drift_heavier,score,2051,26.9294,26.9244,0.019
drift_heavier,score,2052,26.8992,26.8974,0.006
drift_heavier,score,2053,26.0806,26.0775,0.012
drift_heavier,score,2054,27.4047,27.4047,0.0
drift_heavier,score,2055,25.6542,25.6533,0.004
drift_heavier,exp_t,2026,2632.785,2351.32,11.971
drift_heavier,exp_t,2027,2478.32,2175.965,13.895
drift_heavier,exp_t,2028,3503.245,2705.535,29.484
drift_heavier,exp_t,2029,3274.005,2370.385,38.121
drift_heavier,exp_t,2030,3434.5,2489.975,37.933
drift_heavier,exp_t,2031,3672.58,2914.365,26.016
drift_heavier,exp_t,2032,4025.665,3264.695,23.309
drift_heavier,exp_t,2033,3562.335,2446.75,45.595
drift_heavier,exp_t,2034,3426.855,2495.975,37.295
drift_heavier,exp_t,2035,3100.985,2622.385,18.251
drift_heavier,exp_t,2036,2660.545,2205.385,20.639
drift_heavier,exp_t,2037,2696.935,2334.425,15.529
drift_heavier,exp_t,2038,2704.785,2036.84,32.793
drift_heavier,exp_t,2039,2954.035,2317.0,27.494
drift_heavier,exp_t,2040,3812.26,2898.53,31.524
drift_heavier,exp_t,2041,2691.56,2211.885,21.686
drift_heavier,exp_t,2042,2724.055,2243.245,21.434
drift_heavier,exp_t,2043,2887.195,2334.125,23.695
drift_heavier,exp_t,2044,3324.335,2589.465,28.379
drift_heavier,exp_t,2045,3434.405,2507.75,36.952
drift_heavier,exp_t,2046,2522.06,2090.39,20.65
drift_heavier,exp_t,2047,3626.67,2691.05,34.768
drift_heavier,exp_t,2048,2846.985,2205.85,29.065
drift_heavier,exp_t,2049,3927.32,3141.855,25.0
drift_heavier,exp_t,2050,2738.51,2312.06,18.445
drift_heavier,exp_t,2051,2990.835,2322.4,28.782
drift_heavier,exp_t,2052,2652.875,2101.435,26.241
drift_heavier,exp_t,2053,3491.6,2734.335,27.695
drift_heavier,exp_t,2054,2553.79,2176.615,17.329
drift_heavier,exp_t,2055,3288.865,2329.83,41.163
