scenario,seed,selector,strat,exp_t,fail,excess_fail,oracle_strat,oracle_exp,gap_pct,attain_pct
flat_info,2055,near,near,9.0868,0,0,tob,8.6752,4.744,95.47
flat_info,2055,score,score,9.0799,0,0,tob,8.6752,4.665,95.54
flat_info,2055,awra,awra,8.9024,0,0,tob,8.6752,2.619,97.45
flat_info,2055,cb,cb,12.5111,0,0,tob,8.6752,44.217,69.34
flat_info,2055,tob,tob,8.6752,0,0,tob,8.6752,0.0,100.0
dense_200,2026,det_holistic,awra,10.8611,0,0,cb,9.4764,14.612,87.25
dense_200,2026,det_lexicographic,cb,9.4764,0,0,cb,9.4764,0.0,100.0
dense_200,2026,det_speed,cb,9.4764,0,0,cb,9.4764,0.0,100.0
dense_200,2026,random,random,17.0005,0,0,cb,9.4764,79.399,55.74
dense_200,2026,seq,seq,16.9764,0,0,cb,9.4764,79.144,55.82
dense_200,2026,near,near,14.936,2,2,cb,9.4764,57.614,63.45
dense_200,2026,score,score,14.6755,2,2,cb,9.4764,54.864,64.57
dense_200,2026,awra,awra,10.8611,0,0,cb,9.4764,14.612,87.25
dense_200,2026,cb,cb,9.4764,0,0,cb,9.4764,0.0,100.0
dense_200,2026,tob,tob,7.2516,2,2,cb,9.4764,-23.477,130.68
dense_200,2027,det_holistic,awra,10.1711,0,0,awra,10.1711,0.0,100.0
dense_200,2027,det_lexicographic,cb,10.217,0,0,awra,10.1711,0.451,99.55
dense_200,2027,det_speed,cb,10.217,0,0,awra,10.1711,0.451,99.55
dense_200,2027,random,random,17.3199,0,0,awra,10.1711,70.285,58.73
dense_200,2027,seq,seq,17.4012,0,0,awra,10.1711,71.084,58.45
dense_200,2027,near,near,15.2833,4,4,awra,10.1711,50.262,66.55
dense_200,2027,score,score,14.9214,4,4,awra,10.1711,46.703,68.16
dense_200,2027,awra,awra,10.1711,0,0,awra,10.1711,0.0,100.0
dense_200,2027,cb,cb,10.217,0,0,awra,10.1711,0.451,99.55
dense_200,2027,tob,tob,7.7307,4,4,awra,10.1711,-23.993,131.57
dense_200,2028,det_holistic,awra,10.0849,0,0,cb,8.6554,16.516,85.83
dense_200,2028,det_lexicographic,cb,8.6554,0,0,cb,8.6554,0.0,100.0
dense_200,2028,det_speed,cb,8.6554,0,0,cb,8.6554,0.0,100.0
dense_200,2028,random,random,19.3034,0,0,cb,8.6554,123.021,44.84
dense_200,2028,seq,seq,19.8852,0,0,cb,8.6554,129.743,43.53
dense_200,2028,near,near,11.7768,4,4,cb,8.6554,36.063,73.5
dense_200,2028,score,score,11.1706,2,2,cb,8.6554,29.059,77.48
dense_200,2028,awra,awra,10.0849,0,0,cb,8.6554,16.516,85.83
dense_200,2028,cb,cb,8.6554,0,0,cb,8.6554,0.0,100.0
dense_200,2028,tob,tob,6.6206,3,3,cb,8.6554,-23.509,130.73
dense_200,2029,det_holistic,awra,10.1517,0,0,cb,8.1889,23.97,80.66
dense_200,2029,det_lexicographic,cb,8.1889,0,0,cb,8.1889,0.0,100.0
dense_200,2029,det_speed,cb,8.1889,0,0,cb,8.1889,0.0,100.0
dense_200,2029,random,random,20.7137,0,0,cb,8.1889,152.95,39.53
dense_200,2029,seq,seq,15.1943,0,0,cb,8.1889,85.549,53.89
dense_200,2029,near,near,13.9352,3,3,cb,8.1889,70.173,58.76
dense_200,2029,score,score,13.2503,2,2,cb,8.1889,61.809,61.8
dense_200,2029,awra,awra,10.1517,0,0,cb,8.1889,23.97,80.66
dense_200,2029,cb,cb,8.1889,0,0,cb,8.1889,0.0,100.0
dense_200,2029,tob,tob,6.4806,1,1,cb,8.1889,-20.861,126.36
dense_200,2030,det_holistic,awra,11.8679,0,0,cb,9.2429,28.401,77.88
dense_200,2030,det_lexicographic,cb,9.2429,0,0,cb,9.2429,0.0,100.0
dense_200,2030,det_speed,cb,9.2429,0,0,cb,9.2429,0.0,100.0
dense_200,2030,random,random,18.7936,0,0,cb,9.2429,103.331,49.18
dense_200,2030,seq,seq,18.9032,0,0,cb,9.2429,104.517,48.9
dense_200,2030,near,near,11.9373,2,2,cb,9.2429,29.152,77.43
dense_200,2030,score,score,11.3669,2,2,cb,9.2429,22.98,81.31
dense_200,2030,awra,awra,11.8679,0,0,cb,9.2429,28.401,77.88
dense_200,2030,cb,cb,9.2429,0,0,cb,9.2429,0.0,100.0
dense_200,2030,tob,tob,7.0038,4,4,cb,9.2429,-24.225,131.97
dense_200,2031,det_holistic,awra,8.5957,0,0,cb,6.6896,28.495,77.82
dense_200,2031,det_lexicographic,cb,6.6896,0,0,cb,6.6896,0.0,100.0
dense_200,2031,det_speed,cb,6.6896,0,0,cb,6.6896,0.0,100.0
dense_200,2031,random,random,21.7175,0,0,cb,6.6896,224.647,30.8
dense_200,2031,seq,seq,16.9163,0,0,cb,6.6896,152.876,39.55
dense_200,2031,near,near,12.4259,2,2,cb,6.6896,85.751,53.84
dense_200,2031,score,score,11.9157,1,1,cb,6.6896,78.124,56.14
dense_200,2031,awra,awra,8.5957,0,0,cb,6.6896,28.495,77.82
dense_200,2031,cb,cb,6.6896,0,0,cb,6.6896,0.0,100.0
dense_200,2031,tob,tob,5.5622,5,5,cb,6.6896,-16.852,120.27
dense_200,2032,det_holistic,awra,7.3695,0,0,cb,6.6477,10.858,90.21
dense_200,2032,det_lexicographic,cb,6.6477,0,0,cb,6.6477,0.0,100.0
dense_200,2032,det_speed,cb,6.6477,0,0,cb,6.6477,0.0,100.0
dense_200,2032,random,random,22.4632,0,0,cb,6.6477,237.911,29.59
dense_200,2032,seq,seq,17.5152,0,0,cb,6.6477,163.479,37.95
dense_200,2032,near,near,13.1828,5,5,cb,6.6477,98.308,50.43
dense_200,2032,score,score,13.0649,4,4,cb,6.6477,96.533,50.88
dense_200,2032,awra,awra,7.3695,0,0,cb,6.6477,10.858,90.21
dense_200,2032,cb,cb,6.6477,0,0,cb,6.6477,0.0,100.0
dense_200,2032,tob,tob,5.3559,2,2,cb,6.6477,-19.431,124.12
dense_200,2033,det_holistic,awra,9.2488,0,0,cb,7.1197,29.905,76.98
dense_200,2033,det_lexicographic,cb,7.1197,0,0,cb,7.1197,0.0,100.0
dense_200,2033,det_speed,cb,7.1197,0,0,cb,7.1197,0.0,100.0
dense_200,2033,random,random,16.1126,0,0,cb,7.1197,126.311,44.19
dense_200,2033,seq,seq,19.2407,0,0,cb,7.1197,170.247,37.0
dense_200,2033,near,near,14.9224,5,5,cb,7.1197,109.594,47.71
dense_200,2033,score,score,14.1437,4,4,cb,7.1197,98.656,50.34
dense_200,2033,awra,awra,9.2488,0,0,cb,7.1197,29.905,76.98
dense_200,2033,cb,cb,7.1197,0,0,cb,7.1197,0.0,100.0
dense_200,2033,tob,tob,5.6459,4,4,cb,7.1197,-20.7,126.1
dense_200,2034,det_holistic,awra,9.6887,0,0,cb,8.1394,19.035,84.01
dense_200,2034,det_lexicographic,cb,8.1394,0,0,cb,8.1394,0.0,100.0
dense_200,2034,det_speed,cb,8.1394,0,0,cb,8.1394,0.0,100.0
dense_200,2034,random,random,22.7401,0,0,cb,8.1394,179.383,35.79
dense_200,2034,seq,seq,21.7216,0,0,cb,8.1394,166.869,37.47
dense_200,2034,near,near,15.0246,1,1,cb,8.1394,84.591,54.17
dense_200,2034,score,score,14.9042,1,1,cb,8.1394,83.111,54.61
dense_200,2034,awra,awra,9.6887,0,0,cb,8.1394,19.035,84.01
dense_200,2034,cb,cb,8.1394,0,0,cb,8.1394,0.0,100.0
dense_200,2034,tob,tob,6.1572,5,5,cb,8.1394,-24.353,132.19
dense_200,2035,det_holistic,awra,10.0692,0,0,cb,8.4691,18.893,84.11
dense_200,2035,det_lexicographic,cb,8.4691,0,0,cb,8.4691,0.0,100.0
dense_200,2035,det_speed,cb,8.4691,0,0,cb,8.4691,0.0,100.0
dense_200,2035,random,random,19.3958,0,0,cb,8.4691,129.018,43.66
dense_200,2035,seq,seq,18.0968,0,0,cb,8.4691,113.68,46.8
dense_200,2035,near,near,15.0906,1,1,cb,8.4691,78.184,56.12
dense_200,2035,score,score,14.4897,1,1,cb,8.4691,71.089,58.45
dense_200,2035,awra,awra,10.0692,0,0,cb,8.4691,18.893,84.11
dense_200,2035,cb,cb,8.4691,0,0,cb,8.4691,0.0,100.0
dense_200,2035,tob,tob,6.5783,2,2,cb,8.4691,-22.326,128.74
dense_200,2036,det_holistic,awra,9.0904,0,0,cb,8.3493,8.876,91.85
dense_200,2036,det_lexicographic,cb,8.3493,0,0,cb,8.3493,0.0,100.0
dense_200,2036,det_speed,cb,8.3493,0,0,cb,8.3493,0.0,100.0
dense_200,2036,random,random,16.9035,0,0,cb,8.3493,102.453,49.39
dense_200,2036,seq,seq,16.5437,0,0,cb,8.3493,98.144,50.47
dense_200,2036,near,near,13.5568,3,3,cb,8.3493,62.37,61.59
dense_200,2036,score,score,12.9798,2,2,cb,8.3493,55.459,64.33
dense_200,2036,awra,awra,9.0904,0,0,cb,8.3493,8.876,91.85
dense_200,2036,cb,cb,8.3493,0,0,cb,8.3493,0.0,100.0
dense_200,2036,tob,tob,6.3775,4,4,cb,8.3493,-23.617,130.92
dense_200,2037,det_holistic,awra,10.0056,0,0,cb,8.0835,23.778,80.79
dense_200,2037,det_lexicographic,cb,8.0835,0,0,cb,8.0835,0.0,100.0
dense_200,2037,det_speed,cb,8.0835,0,0,cb,8.0835,0.0,100.0
dense_200,2037,random,random,19.5873,0,0,cb,8.0835,142.313,41.27
dense_200,2037,seq,seq,19.3014,0,0,cb,8.0835,138.776,41.88
dense_200,2037,near,near,15.929,5,5,cb,8.0835,97.057,50.75
dense_200,2037,score,score,15.3226,4,4,cb,8.0835,89.555,52.76
dense_200,2037,awra,awra,10.0056,0,0,cb,8.0835,23.778,80.79
dense_200,2037,cb,cb,8.0835,0,0,cb,8.0835,0.0,100.0
dense_200,2037,tob,tob,6.234,4,4,cb,8.0835,-22.88,129.67
dense_200,2038,det_holistic,awra,11.3317,0,0,cb,9.8335,15.236,86.78
dense_200,2038,det_lexicographic,cb,9.8335,0,0,cb,9.8335,0.0,100.0
dense_200,2038,det_speed,cb,9.8335,0,0,cb,9.8335,0.0,100.0
dense_200,2038,random,random,20.2686,0,0,cb,9.8335,106.118,48.52
dense_200,2038,seq,seq,21.1178,0,0,cb,9.8335,114.754,46.56
dense_200,2038,near,near,13.5124,6,6,cb,9.8335,37.412,72.77
dense_200,2038,score,score,13.0615,5,5,cb,9.8335,32.826,75.29
dense_200,2038,awra,awra,11.3317,0,0,cb,9.8335,15.236,86.78
dense_200,2038,cb,cb,9.8335,0,0,cb,9.8335,0.0,100.0
dense_200,2038,tob,tob,7.498,6,6,cb,9.8335,-23.751,131.15
dense_200,2039,det_holistic,awra,10.4837,0,0,cb,8.9212,17.515,85.1
dense_200,2039,det_lexicographic,cb,8.9212,0,0,cb,8.9212,0.0,100.0
dense_200,2039,det_speed,cb,8.9212,0,0,cb,8.9212,0.0,100.0
dense_200,2039,random,random,16.0932,0,0,cb,8.9212,80.394,55.43
dense_200,2039,seq,seq,15.7612,0,0,cb,8.9212,76.672,56.6
dense_200,2039,near,near,13.6022,4,4,cb,8.9212,52.471,65.59
dense_200,2039,score,score,13.5454,2,2,cb,8.9212,51.835,65.86
dense_200,2039,awra,awra,10.4837,0,0,cb,8.9212,17.515,85.1
dense_200,2039,cb,cb,8.9212,0,0,cb,8.9212,0.0,100.0
dense_200,2039,tob,tob,6.9251,7,7,cb,8.9212,-22.374,128.82
dense_200,2040,det_holistic,awra,10.0627,0,0,tob,6.5509,53.608,65.1
dense_200,2040,det_lexicographic,cb,8.2311,0,0,tob,6.5509,25.649,79.59
dense_200,2040,det_speed,cb,8.2311,0,0,tob,6.5509,25.649,79.59
dense_200,2040,random,random,18.7668,0,0,tob,6.5509,186.476,34.91
dense_200,2040,seq,seq,17.3747,0,0,tob,6.5509,165.226,37.7
dense_200,2040,near,near,12.4616,2,2,tob,6.5509,90.228,52.57
dense_200,2040,score,score,11.8331,2,2,tob,6.5509,80.634,55.36
dense_200,2040,awra,awra,10.0627,0,0,tob,6.5509,53.608,65.1
dense_200,2040,cb,cb,8.2311,0,0,tob,6.5509,25.649,79.59
dense_200,2040,tob,tob,6.5509,0,0,tob,6.5509,0.0,100.0
dense_200,2041,det_holistic,awra,11.5876,0,0,cb,10.4838,10.529,90.47
dense_200,2041,det_lexicographic,cb,10.4838,0,0,cb,10.4838,0.0,100.0
dense_200,2041,det_speed,cb,10.4838,0,0,cb,10.4838,0.0,100.0
dense_200,2041,random,random,19.5386,0,0,cb,10.4838,86.37,53.66
dense_200,2041,seq,seq,19.2234,0,0,cb,10.4838,83.363,54.54
dense_200,2041,near,near,14.1094,4,4,cb,10.4838,34.584,74.3
dense_200,2041,score,score,13.8599,3,3,cb,10.4838,32.203,75.64
dense_200,2041,awra,awra,11.5876,0,0,cb,10.4838,10.529,90.47
dense_200,2041,cb,cb,10.4838,0,0,cb,10.4838,0.0,100.0
dense_200,2041,tob,tob,7.9892,2,2,cb,10.4838,-23.794,131.22
dense_200,2042,det_holistic,awra,10.2417,0,0,cb,9.727,5.291,94.97
dense_200,2042,det_lexicographic,cb,9.727,0,0,cb,9.727,0.0,100.0
dense_200,2042,det_speed,cb,9.727,0,0,cb,9.727,0.0,100.0
dense_200,2042,random,random,21.4871,0,0,cb,9.727,120.902,45.27
dense_200,2042,seq,seq,19.4026,0,0,cb,9.727,99.472,50.13
dense_200,2042,near,near,13.8277,1,1,cb,9.727,42.158,70.34
dense_200,2042,score,score,13.2352,1,1,cb,9.727,36.067,73.49
dense_200,2042,awra,awra,10.2417,0,0,cb,9.727,5.291,94.97
dense_200,2042,cb,cb,9.727,0,0,cb,9.727,0.0,100.0
dense_200,2042,tob,tob,7.2827,5,5,cb,9.727,-25.129,133.56
dense_200,2043,det_holistic,awra,9.3931,0,0,cb,8.4498,11.164,89.96
dense_200,2043,det_lexicographic,cb,8.4498,0,0,cb,8.4498,0.0,100.0
dense_200,2043,det_speed,cb,8.4498,0,0,cb,8.4498,0.0,100.0
dense_200,2043,random,random,17.0446,0,0,cb,8.4498,101.717,49.57
dense_200,2043,seq,seq,20.4519,0,0,cb,8.4498,142.042,41.32
dense_200,2043,near,near,13.6666,2,2,cb,8.4498,61.74,61.83
dense_200,2043,score,score,13.3574,2,2,cb,8.4498,58.081,63.26
dense_200,2043,awra,awra,9.3931,0,0,cb,8.4498,11.164,89.96
dense_200,2043,cb,cb,8.4498,0,0,cb,8.4498,0.0,100.0
dense_200,2043,tob,tob,6.4261,3,3,cb,8.4498,-23.949,131.49
dense_200,2044,det_holistic,awra,10.079,0,0,cb,8.3903,20.126,83.25
dense_200,2044,det_lexicographic,cb,8.3903,0,0,cb,8.3903,0.0,100.0
dense_200,2044,det_speed,cb,8.3903,0,0,cb,8.3903,0.0,100.0
dense_200,2044,random,random,20.4095,0,0,cb,8.3903,143.251,41.11
dense_200,2044,seq,seq,19.5371,0,0,cb,8.3903,132.853,42.95
dense_200,2044,near,near,12.3964,4,4,cb,8.3903,47.747,67.68
dense_200,2044,score,score,11.6205,2,2,cb,8.3903,38.499,72.2
dense_200,2044,awra,awra,10.079,0,0,cb,8.3903,20.126,83.25
dense_200,2044,cb,cb,8.3903,0,0,cb,8.3903,0.0,100.0
dense_200,2044,tob,tob,6.4196,1,1,cb,8.3903,-23.488,130.7
dense_200,2045,det_holistic,awra,11.3828,0,0,cb,9.0867,25.269,79.83
dense_200,2045,det_lexicographic,cb,9.0867,0,0,cb,9.0867,0.0,100.0
dense_200,2045,det_speed,cb,9.0867,0,0,cb,9.0867,0.0,100.0
dense_200,2045,random,random,19.166,0,0,cb,9.0867,110.924,47.41
dense_200,2045,seq,seq,19.123,0,0,cb,9.0867,110.45,47.52
dense_200,2045,near,near,12.2315,1,1,cb,9.0867,34.608,74.29
dense_200,2045,score,score,11.6781,0,0,cb,9.0867,28.519,77.81
dense_200,2045,awra,awra,11.3828,0,0,cb,9.0867,25.269,79.83
dense_200,2045,cb,cb,9.0867,0,0,cb,9.0867,0.0,100.0
dense_200,2045,tob,tob,6.9183,3,3,cb,9.0867,-23.863,131.34
dense_200,2046,det_holistic,awra,11.6485,0,0,cb,10.6975,8.891,91.84
dense_200,2046,det_lexicographic,cb,10.6975,0,0,cb,10.6975,0.0,100.0
dense_200,2046,det_speed,cb,10.6975,0,0,cb,10.6975,0.0,100.0
dense_200,2046,random,random,20.193,0,0,cb,10.6975,88.764,52.98
dense_200,2046,seq,seq,18.8058,0,0,cb,10.6975,75.797,56.88
dense_200,2046,near,near,14.7988,3,3,cb,10.6975,38.339,72.29
dense_200,2046,score,score,14.4402,3,3,cb,10.6975,34.988,74.08
dense_200,2046,awra,awra,11.6485,0,0,cb,10.6975,8.891,91.84
dense_200,2046,cb,cb,10.6975,0,0,cb,10.6975,0.0,100.0
dense_200,2046,tob,tob,7.9641,4,4,cb,10.6975,-25.551,134.32
dense_200,2047,det_holistic,awra,10.7917,0,0,cb,8.21,31.446,76.08
dense_200,2047,det_lexicographic,cb,8.21,0,0,cb,8.21,0.0,100.0
dense_200,2047,det_speed,cb,8.21,0,0,cb,8.21,0.0,100.0
dense_200,2047,random,random,18.8734,0,0,cb,8.21,129.883,43.5
dense_200,2047,seq,seq,22.7858,0,0,cb,8.21,177.536,36.03
dense_200,2047,near,near,15.3193,2,2,cb,8.21,86.592,53.59
dense_200,2047,score,score,14.9642,2,2,cb,8.21,82.267,54.86
dense_200,2047,awra,awra,10.7917,0,0,cb,8.21,31.446,76.08
dense_200,2047,cb,cb,8.21,0,0,cb,8.21,0.0,100.0
dense_200,2047,tob,tob,6.3177,7,7,cb,8.21,-23.048,129.95
dense_200,2048,det_holistic,awra,9.833,0,0,cb,8.7091,12.905,88.57
dense_200,2048,det_lexicographic,cb,8.7091,0,0,cb,8.7091,0.0,100.0
dense_200,2048,det_speed,cb,8.7091,0,0,cb,8.7091,0.0,100.0
dense_200,2048,random,random,19.0684,0,0,cb,8.7091,118.948,45.67
dense_200,2048,seq,seq,16.9165,0,0,cb,8.7091,94.24,51.48
dense_200,2048,near,near,15.6411,3,3,cb,8.7091,79.596,55.68
dense_200,2048,score,score,15.3235,2,2,cb,8.7091,75.949,56.83
dense_200,2048,awra,awra,9.833,0,0,cb,8.7091,12.905,88.57
dense_200,2048,cb,cb,8.7091,0,0,cb,8.7091,0.0,100.0
dense_200,2048,tob,tob,6.4701,5,5,cb,8.7091,-25.709,134.61
dense_200,2049,det_holistic,awra,8.3409,0,0,cb,7.2993,14.269,87.51
dense_200,2049,det_lexicographic,cb,7.2993,0,0,cb,7.2993,0.0,100.0
dense_200,2049,det_speed,cb,7.2993,0,0,cb,7.2993,0.0,100.0
dense_200,2049,random,random,18.2992,0,0,cb,7.2993,150.698,39.89
dense_200,2049,seq,seq,18.4703,0,0,cb,7.2993,153.041,39.52
dense_200,2049,near,near,12.4144,4,4,cb,7.2993,70.076,58.8
dense_200,2049,score,score,11.6821,3,3,cb,7.2993,60.044,62.48
dense_200,2049,awra,awra,8.3409,0,0,cb,7.2993,14.269,87.51
dense_200,2049,cb,cb,7.2993,0,0,cb,7.2993,0.0,100.0
dense_200,2049,tob,tob,5.7694,2,2,cb,7.2993,-20.96,126.52
dense_200,2050,det_holistic,awra,11.2233,0,0,cb,11.0714,1.372,98.65
dense_200,2050,det_lexicographic,cb,11.0714,0,0,cb,11.0714,0.0,100.0
dense_200,2050,det_speed,cb,11.0714,0,0,cb,11.0714,0.0,100.0
dense_200,2050,random,random,20.6967,0,0,cb,11.0714,86.939,53.49
dense_200,2050,seq,seq,18.8836,0,0,cb,11.0714,70.562,58.63
dense_200,2050,near,near,14.1434,1,1,cb,11.0714,27.747,78.28
dense_200,2050,score,score,14.0938,1,1,cb,11.0714,27.299,78.56
dense_200,2050,awra,awra,11.2233,0,0,cb,11.0714,1.372,98.65
dense_200,2050,cb,cb,11.0714,0,0,cb,11.0714,0.0,100.0
dense_200,2050,tob,tob,8.3577,2,2,cb,11.0714,-24.511,132.47
dense_200,2051,det_holistic,awra,10.2188,0,0,cb,9.3528,9.259,91.53
dense_200,2051,det_lexicographic,cb,9.3528,0,0,cb,9.3528,0.0,100.0
dense_200,2051,det_speed,cb,9.3528,0,0,cb,9.3528,0.0,100.0
dense_200,2051,random,random,20.6289,0,0,cb,9.3528,120.563,45.34
dense_200,2051,seq,seq,18.9551,0,0,cb,9.3528,102.667,49.34
dense_200,2051,near,near,14.6746,4,4,cb,9.3528,56.901,63.73
dense_200,2051,score,score,14.1957,4,4,cb,9.3528,51.78,65.88
dense_200,2051,awra,awra,10.2188,0,0,cb,9.3528,9.259,91.53
dense_200,2051,cb,cb,9.3528,0,0,cb,9.3528,0.0,100.0
dense_200,2051,tob,tob,7.1554,6,6,cb,9.3528,-23.495,130.71
dense_200,2052,det_holistic,awra,9.4646,0,0,cb,8.1809,15.691,86.44
dense_200,2052,det_lexicographic,cb,8.1809,0,0,cb,8.1809,0.0,100.0
dense_200,2052,det_speed,cb,8.1809,0,0,cb,8.1809,0.0,100.0
dense_200,2052,random,random,20.8602,0,0,cb,8.1809,154.987,39.22
dense_200,2052,seq,seq,20.6501,0,0,cb,8.1809,152.418,39.62
dense_200,2052,near,near,15.9053,4,4,cb,8.1809,94.42,51.43
dense_200,2052,score,score,15.2404,3,3,cb,8.1809,86.292,53.68
dense_200,2052,awra,awra,9.4646,0,0,cb,8.1809,15.691,86.44
dense_200,2052,cb,cb,8.1809,0,0,cb,8.1809,0.0,100.0
dense_200,2052,tob,tob,6.2587,5,5,cb,8.1809,-23.497,130.71
dense_200,2053,det_holistic,awra,8.7675,0,0,cb,6.8986,27.092,78.68
dense_200,2053,det_lexicographic,cb,6.8986,0,0,cb,6.8986,0.0,100.0
dense_200,2053,det_speed,cb,6.8986,0,0,cb,6.8986,0.0,100.0
dense_200,2053,random,random,17.8847,0,0,cb,6.8986,159.251,38.57
dense_200,2053,seq,seq,16.9889,0,0,cb,6.8986,146.266,40.61
dense_200,2053,near,near,15.1239,4,4,cb,6.8986,119.232,45.61
dense_200,2053,score,score,14.4432,4,4,cb,6.8986,109.365,47.76
dense_200,2053,awra,awra,8.7675,0,0,cb,6.8986,27.092,78.68
dense_200,2053,cb,cb,6.8986,0,0,cb,6.8986,0.0,100.0
dense_200,2053,tob,tob,5.4922,6,6,cb,6.8986,-20.386,125.61
dense_200,2054,det_holistic,awra,11.3072,0,0,tob,8.3897,34.774,74.2
dense_200,2054,det_lexicographic,cb,11.1555,0,0,tob,8.3897,32.966,75.21
dense_200,2054,det_speed,cb,11.1555,0,0,tob,8.3897,32.966,75.21
dense_200,2054,random,random,19.3986,0,0,tob,8.3897,131.219,43.25
dense_200,2054,seq,seq,19.1417,0,0,tob,8.3897,128.156,43.83
dense_200,2054,near,near,13.7481,2,2,tob,8.3897,63.868,61.02
dense_200,2054,score,score,13.0516,2,2,tob,8.3897,55.566,64.28
dense_200,2054,awra,awra,11.3072,0,0,tob,8.3897,34.774,74.2
dense_200,2054,cb,cb,11.1555,0,0,tob,8.3897,32.966,75.21
dense_200,2054,tob,tob,8.3897,0,0,tob,8.3897,0.0,100.0
dense_200,2055,det_holistic,awra,12.0443,0,0,cb,9.6097,25.334,79.79
dense_200,2055,det_lexicographic,cb,9.6097,0,0,cb,9.6097,0.0,100.0
dense_200,2055,det_speed,cb,9.6097,0,0,cb,9.6097,0.0,100.0
dense_200,2055,random,random,21.5988,0,0,cb,9.6097,124.76,44.49
dense_200,2055,seq,seq,18.2287,0,0,cb,9.6097,89.69,52.72
dense_200,2055,near,near,13.6372,3,3,cb,9.6097,41.911,70.47
dense_200,2055,score,score,13.1945,3,3,cb,9.6097,37.303,72.83
dense_200,2055,awra,awra,12.0443,0,0,cb,9.6097,25.334,79.79
dense_200,2055,cb,cb,9.6097,0,0,cb,9.6097,0.0,100.0
dense_200,2055,tob,tob,7.1385,2,2,cb,9.6097,-25.716,134.62
dense_240,2026,det_holistic,awra,13.2575,0,0,cb,9.9979,32.603,75.41
dense_240,2026,det_lexicographic,cb,9.9979,0,0,cb,9.9979,0.0,100.0
dense_240,2026,det_speed,cb,9.9979,0,0,cb,9.9979,0.0,100.0
dense_240,2026,random,random,17.9231,0,0,cb,9.9979,79.269,55.78
dense_240,2026,seq,seq,16.9561,0,0,cb,9.9979,69.597,58.96
dense_240,2026,near,near,18.1669,10,10,cb,9.9979,81.708,55.03
dense_240,2026,score,score,17.6684,10,10,cb,9.9979,76.722,56.59
dense_240,2026,awra,awra,13.2575,0,0,cb,9.9979,32.603,75.41
dense_240,2026,cb,cb,9.9979,0,0,cb,9.9979,0.0,100.0
dense_240,2026,tob,tob,8.1388,8,8,cb,9.9979,-18.594,122.84
dense_240,2027,det_holistic,awra,12.5635,0,0,cb,10.8778,15.496,86.58
dense_240,2027,det_lexicographic,cb,10.8778,0,0,cb,10.8778,0.0,100.0
dense_240,2027,det_speed,cb,10.8778,0,0,cb,10.8778,0.0,100.0
dense_240,2027,random,random,18.2355,0,0,cb,10.8778,67.639,59.65
dense_240,2027,seq,seq,17.9024,0,0,cb,10.8778,64.577,60.76
dense_240,2027,near,near,17.4146,9,9,cb,10.8778,60.092,62.46
dense_240,2027,score,score,16.9493,9,9,cb,10.8778,55.816,64.18
dense_240,2027,awra,awra,12.5635,0,0,cb,10.8778,15.496,86.58
dense_240,2027,cb,cb,10.8778,0,0,cb,10.8778,0.0,100.0
dense_240,2027,tob,tob,8.946,12,12,cb,10.8778,-17.759,121.59
dense_240,2028,det_holistic,awra,11.524,0,0,cb,9.2959,23.969,80.67
dense_240,2028,det_lexicographic,cb,9.2959,0,0,cb,9.2959,0.0,100.0
dense_240,2028,det_speed,cb,9.2959,0,0,cb,9.2959,0.0,100.0
dense_240,2028,random,random,19.6125,0,0,cb,9.2959,110.979,47.4
dense_240,2028,seq,seq,20.3182,0,0,cb,9.2959,118.57,45.75
dense_240,2028,near,near,13.9053,10,10,cb,9.2959,49.584,66.85
dense_240,2028,score,score,13.1985,8,8,cb,9.2959,41.982,70.43
dense_240,2028,awra,awra,11.524,0,0,cb,9.2959,23.969,80.67
dense_240,2028,cb,cb,9.2959,0,0,cb,9.2959,0.0,100.0
dense_240,2028,tob,tob,7.4731,11,11,cb,9.2959,-19.609,124.39
dense_240,2029,det_holistic,awra,12.7202,0,0,cb,9.3379,36.221,73.41
dense_240,2029,det_lexicographic,cb,9.3379,0,0,cb,9.3379,0.0,100.0
dense_240,2029,det_speed,cb,9.3379,0,0,cb,9.3379,0.0,100.0
dense_240,2029,random,random,21.1631,0,0,cb,9.3379,126.636,44.12
dense_240,2029,seq,seq,15.777,0,0,cb,9.3379,68.957,59.19
dense_240,2029,near,near,16.0521,14,14,cb,9.3379,71.903,58.17
dense_240,2029,score,score,15.3659,10,10,cb,9.3379,64.554,60.77
dense_240,2029,awra,awra,12.7202,0,0,cb,9.3379,36.221,73.41
dense_240,2029,cb,cb,9.3379,0,0,cb,9.3379,0.0,100.0
dense_240,2029,tob,tob,7.6218,8,8,cb,9.3379,-18.378,122.52
dense_240,2030,det_holistic,awra,14.2025,0,0,cb,9.9697,42.456,70.2
dense_240,2030,det_lexicographic,cb,9.9697,0,0,cb,9.9697,0.0,100.0
dense_240,2030,det_speed,cb,9.9697,0,0,cb,9.9697,0.0,100.0
dense_240,2030,random,random,19.2541,0,0,cb,9.9697,93.125,51.78
dense_240,2030,seq,seq,18.8534,0,0,cb,9.9697,89.107,52.88
dense_240,2030,near,near,15.4032,5,5,cb,9.9697,54.5,64.73
dense_240,2030,score,score,14.7325,4,4,cb,9.9697,47.773,67.67
dense_240,2030,awra,awra,14.2025,0,0,cb,9.9697,42.456,70.2
dense_240,2030,cb,cb,9.9697,0,0,cb,9.9697,0.0,100.0
