scenario,seed,selector,strat,exp_t,fail,excess_fail,oracle_strat,oracle_exp,gap_pct,attain_pct
tiny_light,2035,awra,awra,2.4268,0,0,tob,1.4404,68.473,59.36
tiny_light,2035,cb,cb,1.7957,0,0,tob,1.4404,24.665,80.21
tiny_light,2035,tob,tob,1.4404,0,0,tob,1.4404,0.0,100.0
tiny_light,2036,det_holistic,awra,1.5915,0,0,tob,1.1113,43.212,69.83
tiny_light,2036,det_lexicographic,tob,1.1113,0,0,tob,1.1113,0.0,100.0
tiny_light,2036,det_speed,tob,1.1113,0,0,tob,1.1113,0.0,100.0
tiny_light,2036,random,random,8.6532,0,0,tob,1.1113,678.647,12.84
tiny_light,2036,seq,seq,7.2977,0,0,tob,1.1113,556.673,15.23
tiny_light,2036,near,near,3.7499,0,0,tob,1.1113,237.432,29.64
tiny_light,2036,score,score,2.9527,0,0,tob,1.1113,165.697,37.64
tiny_light,2036,awra,awra,1.5915,0,0,tob,1.1113,43.212,69.83
tiny_light,2036,cb,cb,1.3779,0,0,tob,1.1113,23.988,80.65
tiny_light,2036,tob,tob,1.1113,0,0,tob,1.1113,0.0,100.0
tiny_light,2037,det_holistic,awra,2.7081,0,0,tob,1.8506,46.338,68.34
tiny_light,2037,det_lexicographic,tob,1.8506,0,0,tob,1.8506,0.0,100.0
tiny_light,2037,det_speed,tob,1.8506,0,0,tob,1.8506,0.0,100.0
tiny_light,2037,random,random,13.2365,0,0,tob,1.8506,615.27,13.98
tiny_light,2037,seq,seq,19.5187,0,0,tob,1.8506,954.748,9.48
tiny_light,2037,near,near,2.9076,0,0,tob,1.8506,57.118,63.65
tiny_light,2037,score,score,3.3858,0,0,tob,1.8506,82.961,54.66
tiny_light,2037,awra,awra,2.7081,0,0,tob,1.8506,46.338,68.34
tiny_light,2037,cb,cb,2.2665,0,0,tob,1.8506,22.478,81.65
tiny_light,2037,tob,tob,1.8506,0,0,tob,1.8506,0.0,100.0
tiny_light,2038,det_holistic,awra,3.1416,0,0,tob,2.4533,28.056,78.09
tiny_light,2038,det_lexicographic,tob,2.4533,0,0,tob,2.4533,0.0,100.0
tiny_light,2038,det_speed,tob,2.4533,0,0,tob,2.4533,0.0,100.0
tiny_light,2038,random,random,22.9363,0,0,tob,2.4533,834.916,10.7
tiny_light,2038,seq,seq,16.3527,0,0,tob,2.4533,566.562,15.0
tiny_light,2038,near,near,3.0992,0,0,tob,2.4533,26.328,79.16
tiny_light,2038,score,score,3.6415,0,0,tob,2.4533,48.432,67.37
tiny_light,2038,awra,awra,3.1416,0,0,tob,2.4533,28.056,78.09
tiny_light,2038,cb,cb,3.0067,0,0,tob,2.4533,22.558,81.59
tiny_light,2038,tob,tob,2.4533,0,0,tob,2.4533,0.0,100.0
tiny_light,2039,det_holistic,awra,1.9698,0,0,tob,1.3268,48.46,67.36
tiny_light,2039,det_lexicographic,tob,1.3268,0,0,tob,1.3268,0.0,100.0
tiny_light,2039,det_speed,tob,1.3268,0,0,tob,1.3268,0.0,100.0
tiny_light,2039,random,random,28.8327,0,0,tob,1.3268,2073.022,4.6
tiny_light,2039,seq,seq,21.7523,0,0,tob,1.3268,1539.395,6.1
tiny_light,2039,near,near,3.4755,0,0,tob,1.3268,161.937,38.18
tiny_light,2039,score,score,2.4454,0,0,tob,1.3268,84.302,54.26
tiny_light,2039,awra,awra,1.9698,0,0,tob,1.3268,48.46,67.36
tiny_light,2039,cb,cb,1.5236,0,0,tob,1.3268,14.83,87.09
tiny_light,2039,tob,tob,1.3268,0,0,tob,1.3268,0.0,100.0
tiny_light,2040,det_holistic,awra,1.9419,0,0,tob,1.3762,41.108,70.87
tiny_light,2040,det_lexicographic,tob,1.3762,0,0,tob,1.3762,0.0,100.0
tiny_light,2040,det_speed,tob,1.3762,0,0,tob,1.3762,0.0,100.0
tiny_light,2040,random,random,23.4125,0,0,tob,1.3762,1601.223,5.88
tiny_light,2040,seq,seq,16.2042,0,0,tob,1.3762,1077.443,8.49
tiny_light,2040,near,near,3.35,0,0,tob,1.3762,143.42,41.08
tiny_light,2040,score,score,2.299,0,0,tob,1.3762,67.052,59.86
tiny_light,2040,awra,awra,1.9419,0,0,tob,1.3762,41.108,70.87
tiny_light,2040,cb,cb,1.5086,0,0,tob,1.3762,9.618,91.23
tiny_light,2040,tob,tob,1.3762,0,0,tob,1.3762,0.0,100.0
tiny_light,2041,det_holistic,awra,3.0726,0,0,tob,2.2109,38.975,71.96
tiny_light,2041,det_lexicographic,tob,2.2109,0,0,tob,2.2109,0.0,100.0
tiny_light,2041,det_speed,tob,2.2109,0,0,tob,2.2109,0.0,100.0
tiny_light,2041,random,random,24.8685,0,0,tob,2.2109,1024.82,8.89
tiny_light,2041,seq,seq,15.0123,0,0,tob,2.2109,579.016,14.73
tiny_light,2041,near,near,2.816,0,0,tob,2.2109,27.368,78.51
tiny_light,2041,score,score,3.3244,0,0,tob,2.2109,50.365,66.5
tiny_light,2041,awra,awra,3.0726,0,0,tob,2.2109,38.975,71.96
tiny_light,2041,cb,cb,2.6145,0,0,tob,2.2109,18.254,84.56
tiny_light,2041,tob,tob,2.2109,0,0,tob,2.2109,0.0,100.0
tiny_light,2042,det_holistic,awra,2.7883,0,0,tob,2.1069,32.34,75.56
tiny_light,2042,det_lexicographic,tob,2.1069,0,0,tob,2.1069,0.0,100.0
tiny_light,2042,det_speed,tob,2.1069,0,0,tob,2.1069,0.0,100.0
tiny_light,2042,random,random,23.685,0,0,tob,2.1069,1024.172,8.9
tiny_light,2042,seq,seq,14.7041,0,0,tob,2.1069,597.906,14.33
tiny_light,2042,near,near,2.8071,0,0,tob,2.1069,33.233,75.06
tiny_light,2042,score,score,3.0993,0,0,tob,2.1069,47.104,67.98
tiny_light,2042,awra,awra,2.7883,0,0,tob,2.1069,32.34,75.56
tiny_light,2042,cb,cb,2.474,0,0,tob,2.1069,17.426,85.16
tiny_light,2042,tob,tob,2.1069,0,0,tob,2.1069,0.0,100.0
tiny_light,2043,det_holistic,awra,2.0341,0,0,tob,1.2505,62.66,61.48
tiny_light,2043,det_lexicographic,tob,1.2505,0,0,tob,1.2505,0.0,100.0
tiny_light,2043,det_speed,tob,1.2505,0,0,tob,1.2505,0.0,100.0
tiny_light,2043,random,random,20.6578,0,0,tob,1.2505,1551.949,6.05
tiny_light,2043,seq,seq,10.449,0,0,tob,1.2505,735.579,11.97
tiny_light,2043,near,near,1.9329,0,0,tob,1.2505,54.571,64.7
tiny_light,2043,score,score,2.2675,0,0,tob,1.2505,81.328,55.15
tiny_light,2043,awra,awra,2.0341,0,0,tob,1.2505,62.66,61.48
tiny_light,2043,cb,cb,1.4538,0,0,tob,1.2505,16.256,86.02
tiny_light,2043,tob,tob,1.2505,0,0,tob,1.2505,0.0,100.0
tiny_light,2044,det_holistic,awra,2.0108,0,0,tob,1.3318,50.985,66.23
tiny_light,2044,det_lexicographic,tob,1.3318,0,0,tob,1.3318,0.0,100.0
tiny_light,2044,det_speed,tob,1.3318,0,0,tob,1.3318,0.0,100.0
tiny_light,2044,random,random,14.9774,0,0,tob,1.3318,1024.628,8.89
tiny_light,2044,seq,seq,20.0426,0,0,tob,1.3318,1404.964,6.64
tiny_light,2044,near,near,2.7402,0,0,tob,1.3318,105.756,48.6
tiny_light,2044,score,score,2.4378,0,0,tob,1.3318,83.054,54.63
tiny_light,2044,awra,awra,2.0108,0,0,tob,1.3318,50.985,66.23
tiny_light,2044,cb,cb,1.5486,0,0,tob,1.3318,16.284,86.0
tiny_light,2044,tob,tob,1.3318,0,0,tob,1.3318,0.0,100.0
tiny_light,2045,det_holistic,awra,1.5938,0,0,tob,1.0742,48.37,67.4
tiny_light,2045,det_lexicographic,tob,1.0742,0,0,tob,1.0742,0.0,100.0
tiny_light,2045,det_speed,tob,1.0742,0,0,tob,1.0742,0.0,100.0
tiny_light,2045,random,random,24.6034,0,0,tob,1.0742,2190.35,4.37
tiny_light,2045,seq,seq,16.8311,0,0,tob,1.0742,1466.821,6.38
tiny_light,2045,near,near,2.4097,0,0,tob,1.0742,124.323,44.58
tiny_light,2045,score,score,1.6955,0,0,tob,1.0742,57.832,63.36
tiny_light,2045,awra,awra,1.5938,0,0,tob,1.0742,48.37,67.4
tiny_light,2045,cb,cb,1.4131,0,0,tob,1.0742,31.551,76.02
tiny_light,2045,tob,tob,1.0742,0,0,tob,1.0742,0.0,100.0
tiny_light,2046,det_holistic,awra,3.0073,0,0,tob,2.1742,38.319,72.3
tiny_light,2046,det_lexicographic,tob,2.1742,0,0,tob,2.1742,0.0,100.0
tiny_light,2046,det_speed,tob,2.1742,0,0,tob,2.1742,0.0,100.0
tiny_light,2046,random,random,24.2923,0,0,tob,2.1742,1017.308,8.95
tiny_light,2046,seq,seq,14.9465,0,0,tob,2.1742,587.455,14.55
tiny_light,2046,near,near,2.8048,0,0,tob,2.1742,29.006,77.52
tiny_light,2046,score,score,3.6118,0,0,tob,2.1742,66.125,60.2
tiny_light,2046,awra,awra,3.0073,0,0,tob,2.1742,38.319,72.3
tiny_light,2046,cb,cb,2.5579,0,0,tob,2.1742,17.648,85.0
tiny_light,2046,tob,tob,2.1742,0,0,tob,2.1742,0.0,100.0
tiny_light,2047,det_holistic,awra,3.1061,0,0,tob,2.437,27.457,78.46
tiny_light,2047,det_lexicographic,tob,2.437,0,0,tob,2.437,0.0,100.0
tiny_light,2047,det_speed,tob,2.437,0,0,tob,2.437,0.0,100.0
tiny_light,2047,random,random,18.7518,0,0,tob,2.437,669.476,13.0
tiny_light,2047,seq,seq,15.7461,0,0,tob,2.437,546.136,15.48
tiny_light,2047,near,near,2.8985,0,0,tob,2.437,18.938,84.08
tiny_light,2047,score,score,3.4751,0,0,tob,2.437,42.599,70.13
tiny_light,2047,awra,awra,3.1061,0,0,tob,2.437,27.457,78.46
tiny_light,2047,cb,cb,2.9784,0,0,tob,2.437,22.216,81.82
tiny_light,2047,tob,tob,2.437,0,0,tob,2.437,0.0,100.0
tiny_light,2048,det_holistic,awra,2.8566,0,0,tob,1.8401,55.244,64.41
tiny_light,2048,det_lexicographic,tob,1.8401,0,0,tob,1.8401,0.0,100.0
tiny_light,2048,det_speed,tob,1.8401,0,0,tob,1.8401,0.0,100.0
tiny_light,2048,random,random,21.1539,0,0,tob,1.8401,1049.632,8.7
tiny_light,2048,seq,seq,17.6893,0,0,tob,1.8401,861.345,10.4
tiny_light,2048,near,near,3.1588,0,0,tob,1.8401,71.671,58.25
tiny_light,2048,score,score,3.2238,0,0,tob,1.8401,75.199,57.08
tiny_light,2048,awra,awra,2.8566,0,0,tob,1.8401,55.244,64.41
tiny_light,2048,cb,cb,2.27,0,0,tob,1.8401,23.366,81.06
tiny_light,2048,tob,tob,1.8401,0,0,tob,1.8401,0.0,100.0
tiny_light,2049,det_holistic,awra,1.9629,0,0,tob,1.1855,65.577,60.4
tiny_light,2049,det_lexicographic,tob,1.1855,0,0,tob,1.1855,0.0,100.0
tiny_light,2049,det_speed,tob,1.1855,0,0,tob,1.1855,0.0,100.0
tiny_light,2049,random,random,25.9907,0,0,tob,1.1855,2092.376,4.56
tiny_light,2049,seq,seq,7.6435,0,0,tob,1.1855,544.749,15.51
tiny_light,2049,near,near,3.7394,0,0,tob,1.1855,215.429,31.7
tiny_light,2049,score,score,2.0601,0,0,tob,1.1855,73.775,57.55
tiny_light,2049,awra,awra,1.9629,0,0,tob,1.1855,65.577,60.4
tiny_light,2049,cb,cb,1.4076,0,0,tob,1.1855,18.737,84.22
tiny_light,2049,tob,tob,1.1855,0,0,tob,1.1855,0.0,100.0
tiny_light,2050,det_holistic,awra,2.9644,0,0,tob,2.2511,31.687,75.94
tiny_light,2050,det_lexicographic,tob,2.2511,0,0,tob,2.2511,0.0,100.0
tiny_light,2050,det_speed,tob,2.2511,0,0,tob,2.2511,0.0,100.0
tiny_light,2050,random,random,24.1566,0,0,tob,2.2511,973.089,9.32
tiny_light,2050,seq,seq,16.6833,0,0,tob,2.2511,641.109,13.49
tiny_light,2050,near,near,2.9867,0,0,tob,2.2511,32.675,75.37
tiny_light,2050,score,score,3.2408,0,0,tob,2.2511,43.962,69.46
tiny_light,2050,awra,awra,2.9644,0,0,tob,2.2511,31.687,75.94
tiny_light,2050,cb,cb,2.6274,0,0,tob,2.2511,16.716,85.68
tiny_light,2050,tob,tob,2.2511,0,0,tob,2.2511,0.0,100.0
tiny_light,2051,det_holistic,awra,2.7985,0,0,tob,1.9169,45.991,68.5
tiny_light,2051,det_lexicographic,tob,1.9169,0,0,tob,1.9169,0.0,100.0
tiny_light,2051,det_speed,tob,1.9169,0,0,tob,1.9169,0.0,100.0
tiny_light,2051,random,random,23.0492,0,0,tob,1.9169,1102.402,8.32
tiny_light,2051,seq,seq,15.263,0,0,tob,1.9169,696.224,12.56
tiny_light,2051,near,near,2.8404,0,0,tob,1.9169,48.176,67.49
tiny_light,2051,score,score,2.8683,0,0,tob,1.9169,49.631,66.83
tiny_light,2051,awra,awra,2.7985,0,0,tob,1.9169,45.991,68.5
tiny_light,2051,cb,cb,2.3814,0,0,tob,1.9169,24.228,80.5
tiny_light,2051,tob,tob,1.9169,0,0,tob,1.9169,0.0,100.0
tiny_light,2052,det_holistic,awra,3.0987,0,0,tob,2.0339,52.353,65.64
tiny_light,2052,det_lexicographic,tob,2.0339,0,0,tob,2.0339,0.0,100.0
tiny_light,2052,det_speed,tob,2.0339,0,0,tob,2.0339,0.0,100.0
tiny_light,2052,random,random,22.1244,0,0,tob,2.0339,987.798,9.19
tiny_light,2052,seq,seq,19.895,0,0,tob,2.0339,878.185,10.22
tiny_light,2052,near,near,3.483,0,0,tob,2.0339,71.251,58.39
tiny_light,2052,score,score,3.1522,0,0,tob,2.0339,54.986,64.52
tiny_light,2052,awra,awra,3.0987,0,0,tob,2.0339,52.353,65.64
tiny_light,2052,cb,cb,2.4383,0,0,tob,2.0339,19.885,83.41
tiny_light,2052,tob,tob,2.0339,0,0,tob,2.0339,0.0,100.0
tiny_light,2053,det_holistic,awra,3.0506,0,0,tob,2.4605,23.983,80.66
tiny_light,2053,det_lexicographic,tob,2.4605,0,0,tob,2.4605,0.0,100.0
tiny_light,2053,det_speed,tob,2.4605,0,0,tob,2.4605,0.0,100.0
tiny_light,2053,random,random,15.6083,0,0,tob,2.4605,534.366,15.76
tiny_light,2053,seq,seq,13.905,0,0,tob,2.4605,465.138,17.69
tiny_light,2053,near,near,2.8524,0,0,tob,2.4605,15.929,86.26
tiny_light,2053,score,score,3.3057,0,0,tob,2.4605,34.351,74.43
tiny_light,2053,awra,awra,3.0506,0,0,tob,2.4605,23.983,80.66
tiny_light,2053,cb,cb,2.9817,0,0,tob,2.4605,21.183,82.52
tiny_light,2053,tob,tob,2.4605,0,0,tob,2.4605,0.0,100.0
tiny_light,2054,det_holistic,awra,3.1342,0,0,tob,2.0818,50.555,66.42
tiny_light,2054,det_lexicographic,tob,2.0818,0,0,tob,2.0818,0.0,100.0
tiny_light,2054,det_speed,tob,2.0818,0,0,tob,2.0818,0.0,100.0
tiny_light,2054,random,random,18.0381,0,0,tob,2.0818,766.471,11.54
tiny_light,2054,seq,seq,15.3113,0,0,tob,2.0818,635.49,13.6
tiny_light,2054,near,near,3.4986,0,0,tob,2.0818,68.059,59.5
tiny_light,2054,score,score,3.2771,0,0,tob,2.0818,57.416,63.53
tiny_light,2054,awra,awra,3.1342,0,0,tob,2.0818,50.555,66.42
tiny_light,2054,cb,cb,2.5013,0,0,tob,2.0818,20.15,83.23
tiny_light,2054,tob,tob,2.0818,0,0,tob,2.0818,0.0,100.0
tiny_light,2055,det_holistic,awra,1.8186,0,0,tob,1.2048,50.947,66.25
tiny_light,2055,det_lexicographic,tob,1.2048,0,0,tob,1.2048,0.0,100.0
tiny_light,2055,det_speed,tob,1.2048,0,0,tob,1.2048,0.0,100.0
tiny_light,2055,random,random,10.8185,0,0,tob,1.2048,797.931,11.14
tiny_light,2055,seq,seq,15.567,0,0,tob,1.2048,1192.047,7.74
tiny_light,2055,near,near,3.7985,0,0,tob,1.2048,215.27,31.72
tiny_light,2055,score,score,2.9575,0,0,tob,1.2048,145.471,40.74
tiny_light,2055,awra,awra,1.8186,0,0,tob,1.2048,50.947,66.25
tiny_light,2055,cb,cb,1.3474,0,0,tob,1.2048,11.836,89.42
tiny_light,2055,tob,tob,1.2048,0,0,tob,1.2048,0.0,100.0
light_sparse,2026,det_holistic,awra,4.0245,0,0,tob,3.9009,3.168,96.93
light_sparse,2026,det_lexicographic,awra,4.0245,0,0,tob,3.9009,3.168,96.93
light_sparse,2026,det_speed,tob,3.9009,0,0,tob,3.9009,0.0,100.0
light_sparse,2026,random,random,18.4117,0,0,tob,3.9009,371.983,21.19
light_sparse,2026,seq,seq,19.7027,0,0,tob,3.9009,405.079,19.8
light_sparse,2026,near,near,5.6926,0,0,tob,3.9009,45.93,68.53
light_sparse,2026,score,score,4.7526,0,0,tob,3.9009,21.832,82.08
light_sparse,2026,awra,awra,4.0245,0,0,tob,3.9009,3.168,96.93
light_sparse,2026,cb,cb,4.808,0,0,tob,3.9009,23.252,81.13
light_sparse,2026,tob,tob,3.9009,0,0,tob,3.9009,0.0,100.0
light_sparse,2027,det_holistic,awra,4.4008,0,0,tob,4.1933,4.947,95.29
light_sparse,2027,det_lexicographic,awra,4.4008,0,0,tob,4.1933,4.947,95.29
light_sparse,2027,det_speed,tob,4.1933,0,0,tob,4.1933,0.0,100.0
light_sparse,2027,random,random,19.7059,0,0,tob,4.1933,369.937,21.28
light_sparse,2027,seq,seq,16.4845,0,0,tob,4.1933,293.114,25.44
light_sparse,2027,near,near,5.7348,0,0,tob,4.1933,36.762,73.12
light_sparse,2027,score,score,5.1834,0,0,tob,4.1933,23.612,80.9
light_sparse,2027,awra,awra,4.4008,0,0,tob,4.1933,4.947,95.29
light_sparse,2027,cb,cb,5.3155,0,0,tob,4.1933,26.762,78.89
light_sparse,2027,tob,tob,4.1933,0,0,tob,4.1933,0.0,100.0
light_sparse,2028,det_holistic,awra,2.9585,0,0,tob,2.569,15.161,86.83
light_sparse,2028,det_lexicographic,awra,2.9585,0,0,tob,2.569,15.161,86.83
light_sparse,2028,det_speed,tob,2.569,0,0,tob,2.569,0.0,100.0
light_sparse,2028,random,random,20.9096,0,0,tob,2.569,713.916,12.29
light_sparse,2028,seq,seq,20.4219,0,0,tob,2.569,694.929,12.58
light_sparse,2028,near,near,5.1141,0,0,tob,2.569,99.069,50.23
light_sparse,2028,score,score,4.1845,0,0,tob,2.569,62.883,61.39
light_sparse,2028,awra,awra,2.9585,0,0,tob,2.569,15.161,86.83
light_sparse,2028,cb,cb,3.0968,0,0,tob,2.569,20.543,82.96
light_sparse,2028,tob,tob,2.569,0,0,tob,2.569,0.0,100.0
light_sparse,2029,det_holistic,awra,3.146,0,0,tob,2.7423,14.721,87.17
light_sparse,2029,det_lexicographic,awra,3.146,0,0,tob,2.7423,14.721,87.17
light_sparse,2029,det_speed,tob,2.7423,0,0,tob,2.7423,0.0,100.0
light_sparse,2029,random,random,22.5925,0,0,tob,2.7423,723.864,12.14
light_sparse,2029,seq,seq,13.6119,0,0,tob,2.7423,396.376,20.15
light_sparse,2029,near,near,3.828,0,0,tob,2.7423,39.594,71.64
light_sparse,2029,score,score,3.3175,0,0,tob,2.7423,20.978,82.66
light_sparse,2029,awra,awra,3.146,0,0,tob,2.7423,14.721,87.17
light_sparse,2029,cb,cb,3.4889,0,0,tob,2.7423,27.227,78.6
light_sparse,2029,tob,tob,2.7423,0,0,tob,2.7423,0.0,100.0
light_sparse,2030,det_holistic,awra,3.0282,0,0,tob,2.604,16.29,85.99
light_sparse,2030,det_lexicographic,awra,3.0282,0,0,tob,2.604,16.29,85.99
light_sparse,2030,det_speed,tob,2.604,0,0,tob,2.604,0.0,100.0
light_sparse,2030,random,random,17.9947,0,0,tob,2.604,591.03,14.47
light_sparse,2030,seq,seq,17.0141,0,0,tob,2.604,553.376,15.31
light_sparse,2030,near,near,4.9918,0,0,tob,2.604,91.695,52.17
light_sparse,2030,score,score,3.4995,0,0,tob,2.604,34.386,74.41
light_sparse,2030,awra,awra,3.0282,0,0,tob,2.604,16.29,85.99
light_sparse,2030,cb,cb,3.1834,0,0,tob,2.604,22.249,81.8
light_sparse,2030,tob,tob,2.604,0,0,tob,2.604,0.0,100.0
light_sparse,2031,det_holistic,awra,2.8184,0,0,tob,2.2837,23.414,81.03
light_sparse,2031,det_lexicographic,awra,2.8184,0,0,tob,2.2837,23.414,81.03
light_sparse,2031,det_speed,tob,2.2837,0,0,tob,2.2837,0.0,100.0
light_sparse,2031,random,random,27.9516,0,0,tob,2.2837,1123.944,8.17
light_sparse,2031,seq,seq,18.4834,0,0,tob,2.2837,709.349,12.36
light_sparse,2031,near,near,5.7409,0,0,tob,2.2837,151.383,39.78
light_sparse,2031,score,score,4.5665,0,0,tob,2.2837,99.957,50.01
light_sparse,2031,awra,awra,2.8184,0,0,tob,2.2837,23.414,81.03
light_sparse,2031,cb,cb,2.7356,0,0,tob,2.2837,19.787,83.48
light_sparse,2031,tob,tob,2.2837,0,0,tob,2.2837,0.0,100.0
light_sparse,2032,det_holistic,awra,2.7325,0,0,tob,2.4416,11.914,89.35
light_sparse,2032,det_lexicographic,awra,2.7325,0,0,tob,2.4416,11.914,89.35
light_sparse,2032,det_speed,tob,2.4416,0,0,tob,2.4416,0.0,100.0
light_sparse,2032,random,random,28.0845,0,0,tob,2.4416,1050.253,8.69
light_sparse,2032,seq,seq,21.8121,0,0,tob,2.4416,793.355,11.19
light_sparse,2032,near,near,5.301,0,0,tob,2.4416,117.111,46.06
light_sparse,2032,score,score,3.8081,0,0,tob,2.4416,55.969,64.12
light_sparse,2032,awra,awra,2.7325,0,0,tob,2.4416,11.914,89.35
light_sparse,2032,cb,cb,2.94,0,0,tob,2.4416,20.414,83.05
light_sparse,2032,tob,tob,2.4416,0,0,tob,2.4416,0.0,100.0
light_sparse,2033,det_holistic,awra,3.0673,0,0,tob,2.4751,23.925,80.69
light_sparse,2033,det_lexicographic,awra,3.0673,0,0,tob,2.4751,23.925,80.69
light_sparse,2033,det_speed,tob,2.4751,0,0,tob,2.4751,0.0,100.0
light_sparse,2033,random,random,19.0963,0,0,tob,2.4751,671.535,12.96
light_sparse,2033,seq,seq,22.2549,0,0,tob,2.4751,799.149,11.12
light_sparse,2033,near,near,5.0125,0,0,tob,2.4751,102.516,49.38
light_sparse,2033,score,score,3.4574,0,0,tob,2.4751,39.688,71.59
light_sparse,2033,awra,awra,3.0673,0,0,tob,2.4751,23.925,80.69
light_sparse,2033,cb,cb,3.0011,0,0,tob,2.4751,21.251,82.47
light_sparse,2033,tob,tob,2.4751,0,0,tob,2.4751,0.0,100.0
light_sparse,2034,det_holistic,awra,4.1916,0,0,tob,3.9916,5.01,95.23
light_sparse,2034,det_lexicographic,awra,4.1916,0,0,tob,3.9916,5.01,95.23
light_sparse,2034,det_speed,tob,3.9916,0,0,tob,3.9916,0.0,100.0
light_sparse,2034,random,random,17.4507,0,0,tob,3.9916,337.186,22.87
light_sparse,2034,seq,seq,16.8336,0,0,tob,3.9916,321.726,23.71
light_sparse,2034,near,near,5.7016,0,0,tob,3.9916,42.841,70.01
light_sparse,2034,score,score,4.9747,0,0,tob,3.9916,24.63,80.24
light_sparse,2034,awra,awra,4.1916,0,0,tob,3.9916,5.01,95.23
light_sparse,2034,cb,cb,4.9709,0,0,tob,3.9916,24.535,80.3
light_sparse,2034,tob,tob,3.9916,0,0,tob,3.9916,0.0,100.0
light_sparse,2035,det_holistic,awra,3.0047,0,0,tob,2.8051,7.116,93.36
light_sparse,2035,det_lexicographic,awra,3.0047,0,0,tob,2.8051,7.116,93.36
light_sparse,2035,det_speed,tob,2.8051,0,0,tob,2.8051,0.0,100.0
light_sparse,2035,random,random,23.8531,0,0,tob,2.8051,750.337,11.76
light_sparse,2035,seq,seq,16.1655,0,0,tob,2.8051,476.281,17.35
light_sparse,2035,near,near,5.9749,0,0,tob,2.8051,112.998,46.95
light_sparse,2035,score,score,5.0983,0,0,tob,2.8051,81.747,55.02
light_sparse,2035,awra,awra,3.0047,0,0,tob,2.8051,7.116,93.36
light_sparse,2035,cb,cb,3.4053,0,0,tob,2.8051,21.397,82.37
light_sparse,2035,tob,tob,2.8051,0,0,tob,2.8051,0.0,100.0
light_sparse,2036,det_holistic,awra,2.4174,0,0,tob,2.2824,5.915,94.42
light_sparse,2036,det_lexicographic,awra,2.4174,0,0,tob,2.2824,5.915,94.42
light_sparse,2036,det_speed,tob,2.2824,0,0,tob,2.2824,0.0,100.0
light_sparse,2036,random,random,14.2255,0,0,tob,2.2824,523.272,16.04
light_sparse,2036,seq,seq,13.8775,0,0,tob,2.2824,508.027,16.45
light_sparse,2036,near,near,5.8937,0,0,tob,2.2824,158.224,38.73
light_sparse,2036,score,score,4.92,0,0,tob,2.2824,115.565,46.39
light_sparse,2036,awra,awra,2.4174,0,0,tob,2.2824,5.915,94.42
light_sparse,2036,cb,cb,2.7615,0,0,tob,2.2824,20.99,82.65
light_sparse,2036,tob,tob,2.2824,0,0,tob,2.2824,0.0,100.0
light_sparse,2037,det_holistic,awra,3.7555,0,0,tob,3.4865,7.715,92.84
light_sparse,2037,det_lexicographic,awra,3.7555,0,0,tob,3.4865,7.715,92.84
light_sparse,2037,det_speed,tob,3.4865,0,0,tob,3.4865,0.0,100.0
light_sparse,2037,random,random,16.187,0,0,tob,3.4865,364.271,21.54
light_sparse,2037,seq,seq,16.9514,0,0,tob,3.4865,386.196,20.57
light_sparse,2037,near,near,5.3392,0,0,tob,3.4865,53.136,65.3
light_sparse,2037,score,score,4.8444,0,0,tob,3.4865,38.946,71.97
light_sparse,2037,awra,awra,3.7555,0,0,tob,3.4865,7.715,92.84
light_sparse,2037,cb,cb,4.3619,0,0,tob,3.4865,25.107,79.93
light_sparse,2037,tob,tob,3.4865,0,0,tob,3.4865,0.0,100.0
light_sparse,2038,det_holistic,awra,3.2252,0,0,tob,2.7427,17.59,85.04
light_sparse,2038,det_lexicographic,awra,3.2252,0,0,tob,2.7427,17.59,85.04
light_sparse,2038,det_speed,tob,2.7427,0,0,tob,2.7427,0.0,100.0
light_sparse,2038,random,random,24.6575,0,0,tob,2.7427,799.007,11.12
light_sparse,2038,seq,seq,25.1949,0,0,tob,2.7427,818.599,10.89
light_sparse,2038,near,near,6.6203,0,0,tob,2.7427,141.375,41.43
light_sparse,2038,score,score,5.2545,0,0,tob,2.7427,91.577,52.2
light_sparse,2038,awra,awra,3.2252,0,0,tob,2.7427,17.59,85.04
light_sparse,2038,cb,cb,3.458,0,0,tob,2.7427,26.079,79.32
light_sparse,2038,tob,tob,2.7427,0,0,tob,2.7427,0.0,100.0
light_sparse,2039,det_holistic,awra,3.3839,0,0,tob,2.9716,13.876,87.81
light_sparse,2039,det_lexicographic,awra,3.3839,0,0,tob,2.9716,13.876,87.81
light_sparse,2039,det_speed,tob,2.9716,0,0,tob,2.9716,0.0,100.0
light_sparse,2039,random,random,24.7132,0,0,tob,2.9716,731.652,12.02
light_sparse,2039,seq,seq,20.6602,0,0,tob,2.9716,595.26,14.38
light_sparse,2039,near,near,5.0597,0,0,tob,2.9716,70.271,58.73
light_sparse,2039,score,score,3.8702,0,0,tob,2.9716,30.242,76.78
light_sparse,2039,awra,awra,3.3839,0,0,tob,2.9716,13.876,87.81
light_sparse,2039,cb,cb,3.7103,0,0,tob,2.9716,24.859,80.09
light_sparse,2039,tob,tob,2.9716,0,0,tob,2.9716,0.0,100.0
light_sparse,2040,det_holistic,awra,2.7205,0,0,tob,2.5281,7.608,92.93
light_sparse,2040,det_lexicographic,awra,2.7205,0,0,tob,2.5281,7.608,92.93
light_sparse,2040,det_speed,tob,2.5281,0,0,tob,2.5281,0.0,100.0
