PAGE	IDX	TYPE	NAME	X	Y	W	H	TEXT
STATS	38	ScriptVisualElement	GenElemInst_39	260	258	90	24	%d
STATS	39	ScriptVisualElement	GenElemInst_40	370	258	110	24	%.1f
STATS	40	ScriptVisualElement	GenElemInst_41	500	258	110	24	%.2f
STATS	41	ScriptVisualElement	GenElemInst_42	40	286	90	24	%d
STATS	42	ScriptVisualElement	GenElemInst_43	150	286	90	24	%d
STATS	43	ScriptVisualElement	GenElemInst_44	260	286	90	24	%d
STATS	44	ScriptVisualElement	GenElemInst_45	370	286	110	24	%.1f
STATS	45	ScriptVisualElement	GenElemInst_46	500	286	110	24	%.2f
STATS	46	ScriptVisualElement	GenElemInst_47	40	314	90	24	%d
STATS	47	ScriptVisualElement	GenElemInst_48	150	314	90	24	%d
STATS	48	ScriptVisualElement	GenElemInst_49	260	314	90	24	%d
STATS	49	ScriptVisualElement	GenElemInst_50	370	314	110	24	%.1f
STATS	50	ScriptVisualElement	GenElemInst_51	500	314	110	24	%.2f
STATS	51	ScriptVisualElement	GenElemInst_52	40	342	90	24	%d
STATS	52	ScriptVisualElement	GenElemInst_53	150	342	90	24	%d
STATS	53	ScriptVisualElement	GenElemInst_54	260	342	90	24	%d
STATS	54	ScriptVisualElement	GenElemInst_55	370	342	110	24	%.1f
STATS	55	ScriptVisualElement	GenElemInst_56	500	342	110	24	%.2f
STATS	56	ScriptVisualElement	GenElemInst_57	40	378	570	24	Paged aGoods records. Run batch assign on P1 first, then view here.
STATS	57	ScriptVisualElement	GenElemInst_58	40	410	100	34	Previous
STATS	58	ScriptVisualElement	GenElemInst_59	150	410	100	34	Next
STATS	59	ScriptVisualElement	GenElemInst_60	270	410	160	34	First row: %d
STATS	60	ScriptVisualElement	GenElemInst_61	440	410	170	34	Total goods: %d
STATS	61	ScriptVisualElement	GenElemInst_62	650	16	570	30	Query by business ID (supports demo IDs 901/902/903)
STATS	62	ScriptVisualElement	GenElemInst_63	650	60	130	30	Query ID
STATS	63	ScriptVisualElement	GenElemInst_65	970	60	100	30	Query
STATS	64	ScriptVisualElement	GenElemInst_66	1080	60	32	30	
STATS	65	ScriptVisualElement	GenElemInst_67	1118	60	102	30	Found
STATS	66	ScriptVisualElement	GenElemInst_68	650	104	150	24	Name
STATS	67	ScriptVisualElement	GenElemInst_69	806	104	250	24	%s
STATS	68	ScriptVisualElement	GenElemInst_70	650	132	150	24	Weight / kg
STATS	69	ScriptVisualElement	GenElemInst_71	806	132	250	24	%.1f
STATS	70	ScriptVisualElement	GenElemInst_72	650	160	150	24	Frequency
STATS	71	ScriptVisualElement	GenElemInst_73	806	160	250	24	%.1f
STATS	72	ScriptVisualElement	GenElemInst_74	650	188	150	24	Volume / m3
STATS	73	ScriptVisualElement	GenElemInst_75	806	188	250	24	%.2f
STATS	74	ScriptVisualElement	GenElemInst_76	650	216	150	24	Position X
STATS	75	ScriptVisualElement	GenElemInst_77	806	216	250	24	%d
STATS	76	ScriptVisualElement	GenElemInst_78	650	244	150	24	Position Y
STATS	77	ScriptVisualElement	GenElemInst_79	806	244	250	24	%d
STATS	78	ScriptVisualElement	GenElemInst_80	650	272	150	24	Path / m
STATS	79	ScriptVisualElement	GenElemInst_81	806	272	250	24	%.1f
STATS	80	ScriptVisualElement	GenElemInst_82	650	300	150	24	Travel / s
STATS	81	ScriptVisualElement	GenElemInst_83	806	300	250	24	%.2f
STATS	82	ScriptVisualElement	GenElemInst_84	650	328	150	24	Loaded travel / s
STATS	83	ScriptVisualElement	GenElemInst_85	806	328	250	24	%.2f
STATS	84	ScriptVisualElement	GenElemInst_86	650	356	150	24	Handling / s
STATS	85	ScriptVisualElement	GenElemInst_87	806	356	250	24	%.2f
STATS	86	ScriptVisualElement	GenElemInst_88	650	400	570	26	Physical model parameters (press Query again after editing)
STATS	87	ScriptVisualElement	GenElemInst_89	650	434	170	26	Vertical load factor
STATS	88	ScriptVisualElement	GenElemInst_91	650	466	170	26	Light/medium W1
STATS	89	ScriptVisualElement	GenElemInst_93	650	498	170	26	Medium/heavy W2
STATS	90	ScriptVisualElement	GenElemInst_95	950	434	170	26	Light handling T1
STATS	91	ScriptVisualElement	GenElemInst_97	950	466	170	26	Medium handling T2
STATS	92	ScriptVisualElement	GenElemInst_99	950	498	170	26	Heavy handling T3
STATS	93	ScriptVisualElement	GenElemInst_101	40	472	570	28	Current batch summary
STATS	94	ScriptVisualElement	GenElemInst_102	40	506	190	24	Total inbound / s
STATS	95	ScriptVisualElement	GenElemInst_103	236	506	180	24	%.1f
STATS	96	ScriptVisualElement	GenElemInst_104	40	534	190	24	Average item / s
STATS	97	ScriptVisualElement	GenElemInst_105	236	534	180	24	%.1f
STATS	98	ScriptVisualElement	GenElemInst_106	40	562	190	24	Space utilization / %
STATS	99	ScriptVisualElement	GenElemInst_107	236	562	180	24	%.1f
STATS	100	ScriptVisualElement	GenElemInst_108	40	590	190	24	Total path / m
STATS	101	ScriptVisualElement	GenElemInst_109	236	590	180	24	%.1f
STATS	102	ScriptVisualElement	GenElemInst_110	40	618	190	24	Violations
STATS	103	ScriptVisualElement	GenElemInst_111	236	618	180	24	%d
STATS	104	ScriptVisualElement	GenElemInst_112	1100	640	120	34	Back to P1
STATS	105	ScriptVisualElement	GenElemInst_113	40	688	1180	28	Alarm Banner area: not visible in Simulation; Batch D accepts config + zero compile errors.
STATS	106	ScriptVisualElement	GenElemInst_350	826	434	100	26	%.2f
STATS	107	ScriptVisualElement	GenElemInst_351	826	466	100	26	%.2f
STATS	108	ScriptVisualElement	GenElemInst_352	826	498	100	26	%.2f
STATS	109	ScriptVisualElement	GenElemInst_353	1126	434	100	26	%.2f
STATS	110	ScriptVisualElement	GenElemInst_354	1126	466	100	26	%.2f
STATS	111	ScriptVisualElement	GenElemInst_355	1126	498	100	26	%.2f
STATS	112	ScriptVisualElement	GenElemInst_357	790	60	170	30	%d
STATS	113	ScriptVisualElement	GenElemInst_358	32	52	620	2	
STATS	114	ScriptVisualElement	GenElemInst_359	32	446	620	2	
STATS	115	ScriptVisualElement	GenElemInst_360	32	52	2	396	
STATS	116	ScriptVisualElement	GenElemInst_361	650	52	2	396	
STATS	117	ScriptVisualElement	GenElemInst_362	40	43	59	18	RECORDS
STATS	118	ScriptVisualElement	GenElemInst_363	32	464	620	2	
STATS	119	ScriptVisualElement	GenElemInst_364	32	652	620	2	
STATS	120	ScriptVisualElement	GenElemInst_365	32	464	2	190	
STATS	121	ScriptVisualElement	GenElemInst_366	650	464	2	190	
STATS	122	ScriptVisualElement	GenElemInst_367	40	455	59	18	SUMMARY
STATS	123	ScriptVisualElement	GenElemInst_368	642	52	598	2	
STATS	124	ScriptVisualElement	GenElemInst_369	642	386	598	2	
STATS	125	ScriptVisualElement	GenElemInst_370	642	52	2	336	
STATS	126	ScriptVisualElement	GenElemInst_371	1238	52	2	336	
STATS	127	ScriptVisualElement	GenElemInst_372	650	43	46	18	QUERY
STATS	128	ScriptVisualElement	GenElemInst_373	642	400	598	2	
STATS	129	ScriptVisualElement	GenElemInst_374	642	546	598	2	
STATS	130	ScriptVisualElement	GenElemInst_375	642	400	2	148	
STATS	131	ScriptVisualElement	GenElemInst_376	1238	400	2	148	
STATS	132	ScriptVisualElement	GenElemInst_377	650	391	92	18	MODEL PARAMS
=== AUDIT_PAGES_DONE ===
